Time,Overload,Underrange,Marker,LZF,LZFmax,LZFmax(t),LZFmin,LZFmin(t),LAF,LAFmax,LAFmax(t),LAFmin,LAFmin(t),LCF,LCFmax,LCFmax(t),LCFmin,LCFmin(t),LZS,LZSmax,LZSmax(t),LZSmin,LZSmin(t),LAS,LASmax,LASmax(t),LASmin,LASmin(t),LCS,LCSmax,LCSmax(t),LCSmin,LCSmin(t),LZI,LZImax,LZImax(t),LZImin,LZImin(t),LAI,LAImax,LAImax(t),LAImin,LAImin(t),LCI,LCImax,LCImax(t),LCImin,LCImin(t),LZeq(t),LAeq(t),LCeq(t),LZeq,LAeq,LCeq,LZE,LAE,LCE,LC - LA,LCeq - LAeq,LZIeq,LAIeq,LCIeq,LAIeq - LAeq,LZpk(t),LZpeak,LApk(t),LApeak,LCpk(t),LCpeak,LAtm5,LAtm5(t),LAtm5 - LAeq,LAF1,LAF5,LAF10,LAF50,LAF90,LAF95,LAF99,
s,,,,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,
21.875,,,,108.424057006836,110.532775878906,109.151229858398,76.8421096801758,108.36653137207,108.254852294922,110.530899047852,109.002540588379,63.8340148925781,108.19312286377,108.314956665039,110.41136932373,109.042617797852,75.2361907958984,108.257308959961,108.704795837402,110.454833984375,108.79508972168,99.7814178466797,108.696594238281,108.553382873535,110.472717285156,108.646286010742,99.5819244384766,108.544586181641,108.591812133789,110.330383300781,108.682144165039,99.6532516479492,108.583541870117,109.878829956055,109.988876342773,109.988876342773,101.685859680176,109.878829956055,109.725944519043,109.837226867676,109.837226867676,101.706680297852,109.725944519043,109.775466918945,109.885261535645,109.881118774414,101.560958862305,109.775466918945,108.809593200684,108.627578735352,108.707618713379,107.989654541016,107.830924987793,107.876426696777,121.389129638672,121.230400085449,121.275901794434,0.0800391584634781,0.0454979203641415,109.549446105957,109.382095336914,109.446250915527,1.55117523670197,120.224639892578,120.429527282715,121.396827697754,121.479019165039,120.227432250977,120.350425720215,109.395523071289,108.979911804199,1.56459808349609,109,108.900001525879,108.800003051758,108.400001525879,92.8400039672852,74.6100082397461,64.5959930419922,
22,,,,108.698654174805,110.532775878906,109.164703369141,76.8421096801758,108.369918823242,108.531555175781,110.530899047852,109.016761779785,63.8340148925781,108.208839416504,108.589134216309,110.41136932373,109.055053710938,75.2361907958984,108.25993347168,108.741653442383,110.454833984375,108.798110961914,99.7814178466797,108.699272155762,108.590888977051,110.472717285156,108.649513244629,99.5819244384766,108.548919677734,108.628700256348,110.330383300781,108.685035705566,99.6532516479492,108.585250854492,109.940246582031,109.988876342773,109.981452941895,101.685859680176,109.870445251465,109.796478271484,109.839202880859,109.839202880859,101.706680297852,109.7197265625,109.833023071289,109.885261535645,109.881820678711,101.560958862305,109.766403198242,109.031143188477,108.887596130371,108.917892456055,107.996337890625,107.837715148926,107.883102416992,121.420562744141,121.261940002441,121.307327270508,0.0303009711205959,0.0453877039253712,109.551765441895,109.384567260742,109.448547363281,1.5468533039093,120.292366027832,120.429527282715,121.436393737793,121.479019165039,120.221054077148,120.350425720215,109.395523071289,108.979911804199,1.55780792236328,109,108.900001525879,108.800003051758,108.449996948242,92.8999938964844,74.775016784668,64.5999984741211,
22.125,,,,108.936454772949,110.532775878906,109.155807495117,76.8421096801758,108.371719360352,108.783882141113,110.530899047852,109.007713317871,63.8340148925781,108.203666687012,108.830581665039,110.41136932373,109.045791625977,75.2361907958984,108.263130187988,108.773513793945,110.454833984375,108.799942016602,99.7814178466797,108.70068359375,108.624794006348,110.472717285156,108.651779174805,99.5819244384766,108.549797058105,108.661033630371,110.330383300781,108.686889648438,99.6532516479492,108.587844848633,109.941902160645,109.988876342773,109.962188720703,101.685859680176,109.863555908203,109.781044006348,109.839202880859,109.801597595215,101.706680297852,109.72144317627,109.842918395996,109.885261535645,109.862937927246,101.560958862305,109.760803222656,108.99536895752,108.862602233887,108.88549041748,108.002685546875,107.84423828125,107.889472961426,121.451507568359,121.293075561523,121.338302612305,0.02288718521595,0.0452280454337597,109.554069519043,109.386909484863,109.450881958008,1.5426721572876,120.233573913574,120.429527282715,121.451049804688,121.479019165039,120.144515991211,120.350425720215,109.395523071289,108.979911804199,1.55128479003906,109,108.900001525879,108.800003051758,108.5,92.9599990844727,74.9400024414063,64.6039962768555,
22.25,,,,109.145431518555,110.532775878906,109.145431518555,76.8421096801758,108.360786437988,108.99910736084,110.530899047852,108.99910736084,63.8340148925781,108.192886352539,109.03742980957,110.41136932373,109.03742980957,75.2361907958984,108.251762390137,108.799682617188,110.454833984375,108.799682617188,99.7814178466797,108.701889038086,108.652099609375,110.472717285156,108.652099609375,99.5819244384766,108.551284790039,108.687026977539,110.330383300781,108.687026977539,99.6532516479492,108.588500976563,109.93147277832,109.988876342773,109.974655151367,101.685859680176,109.888626098633,109.779434204102,109.839202880859,109.826034545898,101.706680297852,109.729217529297,109.833465576172,109.885261535645,109.864700317383,101.560958862305,109.788772583008,108.951507568359,108.812362670898,108.836868286133,108.008636474609,107.85033416748,107.895416259766,121.48193359375,121.323631286621,121.368713378906,0.024511493742466,0.0450828075408936,109.556282043457,109.389221191406,109.453125,1.53889060020447,120.094909667969,120.429527282715,121.411773681641,121.479019165039,120.11058807373,120.350425720215,109.395523071289,108.979911804199,1.54519081115723,109,108.900001525879,108.800003051758,108.5,93.0199966430664,75.1050033569336,64.6079940795898,
22.375,,,,108.925567626953,110.532775878906,109.156036376953,76.8421096801758,108.369667053223,108.806671142578,110.530899047852,109.009735107422,63.8340148925781,108.204414367676,108.807968139648,110.41136932373,109.047080993652,75.2361907958984,108.256767272949,108.769393920898,110.454833984375,108.8017578125,99.7814178466797,108.703758239746,108.625556945801,110.472717285156,108.654319763184,99.5819244384766,108.553993225098,108.655464172363,110.330383300781,108.689010620117,99.6532516479492,108.589492797852,109.90731048584,109.988876342773,109.964706420898,101.685859680176,109.860336303711,109.750259399414,109.839202880859,109.80549621582,101.706680297852,109.709121704102,109.807159423828,109.885261535645,109.865524291992,101.560958862305,109.761642456055,108.495445251465,108.379783630371,108.371208190918,108.011505126953,107.853469848633,107.898216247559,121.509140014648,121.351104736328,121.395858764648,-0.00857922155410051,0.044746994972229,109.558326721191,109.391326904297,109.455184936523,1.53784883022308,120.160568237305,120.429527282715,121.311248779297,121.479019165039,120.036918640137,120.350425720215,109.395523071289,108.979911804199,1.54205322265625,109,108.900001525879,108.800003051758,108.5,93.0800018310547,75.2700119018555,64.6119995117188,
22.5,,,,108.813056945801,110.532775878906,109.157592773438,76.8421096801758,108.37956237793,108.677795410156,110.530899047852,109.00798034668,63.8340148925781,108.205955505371,108.697448730469,110.41136932373,109.048934936523,75.2361907958984,108.267318725586,108.756195068359,110.454833984375,108.803634643555,99.7814178466797,108.705917358398,108.610069274902,110.472717285156,108.655860900879,99.5819244384766,108.555130004883,108.642570495605,110.330383300781,108.690864562988,99.6532516479492,108.592750549316,109.891960144043,109.996459960938,109.996459960938,101.685859680176,109.878051757813,109.750053405762,109.854621887207,109.854621887207,101.706680297852,109.736396789551,109.787033081055,109.891754150391,109.891754150391,101.560958862305,109.773040771484,108.644111633301,108.477363586426,108.533363342285,108.015289306641,107.857200622559,107.90202331543,121.537109375,121.379020690918,121.423843383789,0.055996835231781,0.044819101691246,109.560249328613,109.393394470215,109.457099914551,1.53620064258575,120.611488342285,120.611488342285,121.474822998047,121.479019165039,120.343887329102,120.350425720215,109.395523071289,108.979911804199,1.5383243560791,109,108.900001525879,108.800003051758,108.5,93.1399993896484,75.4350128173828,64.6159973144531,
22.625,,,,108.685501098633,110.532775878906,109.158462524414,76.8421096801758,108.364883422852,108.53483581543,110.530899047852,109.010559082031,63.8340148925781,108.196830749512,108.573135375977,110.41136932373,109.049919128418,75.2361907958984,108.25789642334,108.740692138672,110.454833984375,108.804328918457,99.7814178466797,108.706115722656,108.592903137207,110.472717285156,108.656875610352,99.5819244384766,108.55632019043,108.627685546875,110.330383300781,108.691604614258,99.6532516479492,108.592903137207,109.927558898926,109.996459960938,109.989868164063,101.685859680176,109.893096923828,109.778945922852,109.854621887207,109.841812133789,101.706680297852,109.735229492188,109.817420959473,109.891754150391,109.87971496582,101.560958862305,109.788063049316,108.626358032227,108.465591430664,108.518562316895,108.018913269043,107.860801696777,107.905670166016,121.564796447754,121.406692504883,121.451560974121,0.0529644787311554,0.0448706075549126,109.562370300293,109.395629882813,109.459182739258,1.53482019901276,120.357978820801,120.611488342285,121.488258361816,121.488258361816,120.262588500977,120.350425720215,109.395523071289,108.979911804199,1.53471946716309,109,108.900001525879,108.800003051758,108.5,93.1999969482422,75.5999984741211,64.6199951171875,
22.75,,,,108.391723632813,110.532775878906,109.168121337891,76.8421096801758,108.379020690918,108.266593933105,110.530899047852,109.019325256348,63.8340148925781,108.214477539063,108.271629333496,110.41136932373,109.059234619141,75.2361907958984,108.268058776855,108.708915710449,110.454833984375,108.807174682617,99.7814178466797,108.708915710449,108.564224243164,110.472717285156,108.65998840332,99.5819244384766,108.559722900391,108.595291137695,110.330383300781,108.694831848145,99.6532516479492,108.595291137695,109.915473937988,109.996459960938,109.989631652832,101.685859680176,109.871520996094,109.752105712891,109.854621887207,109.824890136719,101.706680297852,109.724243164063,109.81217956543,109.891754150391,109.88703918457,101.560958862305,109.766761779785,108.496391296387,108.375328063965,108.378677368164,108.021690368652,107.863807678223,107.908416748047,121.591499328613,121.433624267578,121.478233337402,0.00335003365762532,0.0446151383221149,109.564392089844,109.397666931152,109.461196899414,1.53386127948761,120.173294067383,120.611488342285,121.326263427734,121.488258361816,120.037124633789,120.350425720215,109.395523071289,108.979911804199,1.53171539306641,109,108.900001525879,108.800003051758,108.5,93.4800186157227,75.629997253418,64.6239929199219,
22.875,,,,108.434989929199,110.532775878906,109.165580749512,76.8421096801758,108.380111694336,108.262100219727,110.530899047852,109.012557983398,63.8340148925781,108.208251953125,108.323219299316,110.41136932373,109.056549072266,75.2361907958984,108.270835876465,108.718124389648,110.454833984375,108.808822631836,99.7814178466797,108.710113525391,108.567817687988,110.472717285156,108.661079406738,99.5819244384766,108.560073852539,108.605453491211,110.330383300781,108.696479797363,99.6532516479492,108.597763061523,109.889366149902,109.996459960938,109.987152099609,101.685859680176,109.889366149902,109.736335754395,109.854621887207,109.84765625,101.706680297852,109.736335754395,109.789497375488,109.891754150391,109.879806518555,101.560958862305,109.789497375488,108.831130981445,108.640060424805,108.7255859375,108.026542663574,107.868453979492,107.913330078125,121.620162963867,121.462059020996,121.506942749023,0.0855251848697662,0.0448829680681229,109.56623840332,109.399597167969,109.46305847168,1.53114378452301,120.266235351563,120.611488342285,121.457153320313,121.488258361816,120.251937866211,120.350425720215,109.395523071289,108.979911804199,1.52707099914551,109,108.900001525879,108.800003051758,108.5,93.760009765625,75.6599960327148,64.6279983520508,
23,,,,108.716423034668,110.532775878906,109.184959411621,76.8421096801758,108.397613525391,108.547241210938,110.530899047852,109.032203674316,63.8340148925781,108.227996826172,108.606887817383,110.41136932373,109.073638916016,75.2361907958984,108.285133361816,108.756759643555,110.454833984375,108.81266784668,99.7814178466797,108.714836120605,108.606521606445,110.472717285156,108.664741516113,99.5819244384766,108.564613342285,108.644218444824,110.330383300781,108.699905395508,99.6532516479492,108.601188659668,109.974533081055,110.016250610352,110.016250610352,101.685859680176,109.881011962891,109.825180053711,109.868423461914,109.868423461914,101.706680297852,109.730194091797,109.868690490723,109.911506652832,109.911506652832,101.560958862305,109.780426025391,109.05933380127,108.911964416504,108.947151184082,108.032875061035,107.874847412109,107.919677734375,121.65015411377,121.492126464844,121.536949157715,0.0351915135979652,0.0448170453310013,109.568565368652,109.402015686035,109.465370178223,1.5271669626236,120.197387695313,120.611488342285,121.257965087891,121.488258361816,120.07137298584,120.350425720215,109.395523071289,108.979911804199,1.52067184448242,109,108.900001525879,108.800003051758,108.5,94.0400085449219,75.6900024414063,64.6319961547852,
23.125,,,,108.962821960449,110.532775878906,109.184226989746,76.8421096801758,108.393081665039,108.804275512695,110.530899047852,109.031234741211,63.8340148925781,108.220481872559,108.854835510254,110.41136932373,109.072860717773,75.2361907958984,108.283645629883,108.790313720703,110.454833984375,108.81697845459,99.7814178466797,108.716232299805,108.641174316406,110.472717285156,108.668579101563,99.5819244384766,108.565559387207,108.677871704102,110.330383300781,108.704071044922,99.6532516479492,108.60368347168,109.980857849121,110.016250610352,110.001304626465,101.685859680176,109.897109985352,109.813262939453,109.868423461914,109.834053039551,101.706680297852,109.749633789063,109.878387451172,109.911506652832,109.898612976074,101.560958862305,109.79027557373,109.023704528809,108.884140014648,108.911445617676,108.03889465332,107.880996704102,107.925689697266,121.679702758789,121.52180480957,121.566505432129,0.027305044233799,0.0446975454688072,109.570907592773,109.404357910156,109.467704772949,1.52336025238037,120.298477172852,120.611488342285,121.378128051758,121.488258361816,120.216201782227,120.350425720215,109.395523071289,108.979911804199,1.51453018188477,109,108.900001525879,108.800003051758,108.5,94.3200149536133,75.7200012207031,64.6359939575195,
23.25,,,,109.167861938477,110.532775878906,109.167861938477,76.8421096801758,108.389526367188,109.015243530273,110.530899047852,109.01732635498,63.8340148925781,108.21728515625,109.058906555176,110.41136932373,109.058906555176,75.2361907958984,108.277542114258,108.816833496094,110.454833984375,108.816833496094,99.7814178466797,108.718116760254,108.668487548828,110.472717285156,108.668487548828,99.5819244384766,108.56787109375,108.70418548584,110.330383300781,108.70418548584,99.6532516479492,108.604133605957,109.945991516113,110.016250610352,109.992004394531,101.685859680176,109.919013977051,109.810188293457,109.868423461914,109.857559204102,101.706680297852,109.761131286621,109.847076416016,109.911506652832,109.884765625,101.560958862305,109.811103820801,108.970886230469,108.829116821289,108.856056213379,108.044471740723,107.886688232422,107.931259155273,121.708709716797,121.550910949707,121.595497131348,0.0269355140626431,0.0445790812373161,109.572998046875,109.406646728516,109.469841003418,1.51995372772217,120.367729187012,120.611488342285,121.494827270508,121.494827270508,120.263076782227,120.350425720215,109.395523071289,108.979911804199,1.50883674621582,109,108.900001525879,108.800003051758,108.5,94.6000137329102,75.75,64.6399993896484,
23.375,,,,108.956916809082,110.532775878906,109.178024291992,76.8421096801758,108.39134979248,108.831008911133,110.530899047852,109.027114868164,63.8340148925781,108.223098754883,108.837211608887,110.41136932373,109.066505432129,75.2361907958984,108.279304504395,108.78825378418,110.454833984375,108.818969726563,99.7814178466797,108.721115112305,108.643127441406,110.472717285156,108.670738220215,99.5819244384766,108.570556640625,108.67399597168,110.330383300781,108.705871582031,99.6532516479492,108.607559204102,109.933921813965,110.016250610352,109.990699768066,101.685859680176,109.874305725098,109.771835327148,109.868423461914,109.826599121094,101.706680297852,109.739387512207,109.83088684082,109.911506652832,109.888565063477,101.560958862305,109.774520874023,108.527160644531,108.406127929688,108.399932861328,108.04719543457,107.889633178711,107.93391418457,121.734725952148,121.5771484375,121.621429443359,-0.00619102315977216,0.0442751869559288,109.575012207031,109.408676147461,109.471855163574,1.51904106140137,120.050506591797,120.611488342285,121.319427490234,121.494827270508,120.031188964844,120.350425720215,109.395523071289,108.979911804199,1.50588989257813,109,108.900001525879,108.800003051758,108.5,94.879997253418,75.7799987792969,64.6439971923828,
23.5,,,,108.841903686523,110.532775878906,109.173820495605,76.8421096801758,108.390975952148,108.704055786133,110.530899047852,109.026634216309,63.8340148925781,108.218719482422,108.726303100586,110.41136932373,109.065734863281,75.2361907958984,108.279579162598,108.77490234375,110.454833984375,108.820449829102,99.7814178466797,108.722312927246,108.628112792969,110.472717285156,108.672653198242,99.5819244384766,108.571235656738,108.661224365234,110.330383300781,108.707702636719,99.6532516479492,108.609169006348,109.909393310547,110.016250610352,110.01343536377,101.685859680176,109.89525604248,109.762390136719,109.868423461914,109.866035461426,101.706680297852,109.74853515625,109.806098937988,109.911506652832,109.902267456055,101.560958862305,109.791915893555,108.660057067871,108.498092651367,108.551475524902,108.05069732666,107.893104553223,107.937438964844,121.761383056641,121.603782653809,121.64811706543,0.0533750988543034,0.0443308129906654,109.576866149902,109.410636901855,109.473709106445,1.51752829551697,120.359870910645,120.611488342285,121.448829650879,121.494827270508,120.219100952148,120.350425720215,109.395523071289,108.979911804199,1.50241851806641,109,108.900001525879,108.800003051758,108.5,95.1600112915039,75.8099975585938,64.6479949951172,
23.625,,,,108.725982666016,110.532775878906,109.18285369873,76.8421096801758,108.388793945313,108.57250213623,110.530899047852,109.035026550293,63.8340148925781,108.227928161621,108.613464355469,110.41136932373,109.074516296387,75.2361907958984,108.281669616699,108.761909484863,110.454833984375,108.822700500488,99.7814178466797,108.72386932373,108.613594055176,110.472717285156,108.674911499023,99.5819244384766,108.574356079102,108.648895263672,110.330383300781,108.709976196289,99.6532516479492,108.610298156738,109.961120605469,110.022514343262,110.022514343262,101.685859680176,109.910537719727,109.819877624512,109.882385253906,109.882385253906,101.706680297852,109.758674621582,109.852516174316,109.913970947266,109.913970947266,101.560958862305,109.807167053223,108.665962219238,108.506202697754,108.558387756348,108.05419921875,107.896583557129,107.940971374512,121.78791809082,121.630310058594,121.674690246582,0.0521833226084709,0.0443782061338425,109.578994750977,109.412910461426,109.475791931152,1.51631534099579,120.455963134766,120.611488342285,121.553031921387,121.553031921387,120.366477966309,120.366477966309,109.395523071289,108.979911804199,1.49893760681152,109,108.900001525879,108.800003051758,108.5,95.4400024414063,75.8399963378906,64.6520004272461,
23.75,,,,108.430435180664,110.532775878906,109.198799133301,76.8421096801758,108.411605834961,108.301170349121,110.530899047852,109.048454284668,63.8340148925781,108.244918823242,108.311828613281,110.41136932373,109.090042114258,75.2361907958984,108.302452087402,108.731307983398,110.454833984375,108.828422546387,99.7814178466797,108.730613708496,108.585708618164,110.472717285156,108.680679321289,99.5819244384766,108.580657958984,108.617813110352,110.330383300781,108.716011047363,99.6532516479492,108.617813110352,109.946937561035,110.022514343262,110.020568847656,101.685859680176,109.904487609863,109.782348632813,109.882385253906,109.854782104492,101.706680297852,109.764373779297,109.846298217773,109.920547485352,109.920547485352,101.560958862305,109.799583435059,108.527442932129,108.402572631836,108.410797119141,108.056831359863,107.8994140625,107.943580627441,121.813468933105,121.656044006348,121.700210571289,0.00822059903293848,0.0441659912467003,109.581008911133,109.414932250977,109.477836608887,1.51552140712738,120.299690246582,120.611488342285,121.482284545898,121.553031921387,120.288192749023,120.366477966309,109.395523071289,108.979911804199,1.4961051940918,109,108.900001525879,108.800003051758,108.5,95.7200241088867,75.870002746582,64.6559982299805,
23.875,,,,108.465148925781,110.532775878906,109.186088562012,76.8421096801758,108.402053833008,108.287338256836,110.530899047852,109.032760620117,63.8340148925781,108.229202270508,108.355728149414,110.41136932373,109.079170227051,75.2361907958984,108.295181274414,108.740119934082,110.454833984375,108.829605102539,99.7814178466797,108.731163024902,108.588554382324,110.472717285156,108.681182861328,99.5819244384766,108.580352783203,108.627815246582,110.330383300781,108.71760559082,99.6532516479492,108.619087219238,109.91104888916,110.022514343262,110.020629882813,101.685859680176,109.91104888916,109.751022338867,109.882385253906,109.862152099609,101.706680297852,109.751022338867,109.812049865723,109.920547485352,109.911285400391,101.560958862305,109.812049865723,108.849395751953,108.654563903809,108.746063232422,108.061378479004,107.903732299805,107.948188781738,121.840812683105,121.683158874512,121.727630615234,0.0914923921227455,0.0444616451859474,109.582809448242,109.416763305664,109.479644775391,1.51303470134735,120.430000305176,120.611488342285,121.589241027832,121.589241027832,120.370063781738,120.370063781738,109.395523071289,108.979911804199,1.49179458618164,109,108.900001525879,108.800003051758,108.5,96,75.9000015258789,64.6599960327148,
24,,,,108.735618591309,110.532775878906,109.197143554688,76.8421096801758,108.404754638672,108.563201904297,110.530899047852,109.042930603027,63.8340148925781,108.237564086914,108.627319335938,110.41136932373,109.088104248047,75.2361907958984,108.296089172363,108.776657104492,110.454833984375,108.832473754883,99.7814178466797,108.733932495117,108.625305175781,110.472717285156,108.683609008789,99.5819244384766,108.583282470703,108.664535522461,110.330383300781,108.720176696777,99.6532516479492,108.620643615723,109.989181518555,110.030372619629,110.030372619629,101.685859680176,109.902687072754,109.83610534668,109.882385253906,109.87890625,101.706680297852,109.744842529297,109.872886657715,109.920547485352,109.91357421875,101.560958862305,109.802978515625,109.063613891602,108.916473388672,108.952171325684,108.067245483398,107.90966796875,107.954071044922,121.869361877441,121.711776733398,121.75617980957,0.0356978476047516,0.0444049909710884,109.585029602051,109.419059753418,109.481796264648,1.50938987731934,120.275199890137,120.611488342285,121.494560241699,121.589241027832,120.13550567627,120.370063781738,109.395523071289,108.979911804199,1.48585319519043,109,108.900001525879,108.800003051758,108.5,96.0900039672852,75.9300003051758,64.6639938354492,
24.125,,,,108.982696533203,110.532775878906,109.200294494629,76.8421096801758,108.410865783691,108.821754455566,110.530899047852,109.044738769531,63.8340148925781,108.235549926758,108.875991821289,110.41136932373,109.089424133301,75.2361907958984,108.302452087402,108.809936523438,110.454833984375,108.836097717285,99.7814178466797,108.735954284668,108.659606933594,110.472717285156,108.686492919922,99.5819244384766,108.584243774414,108.698059082031,110.330383300781,108.723648071289,99.6532516479492,108.623809814453,110.004005432129,110.030372619629,110.024200439453,101.685859680176,109.911499023438,109.831497192383,109.882385253906,109.852020263672,101.706680297852,109.76050567627,109.900367736816,109.920547485352,109.920303344727,101.560958862305,109.80207824707,109.041206359863,108.899833679199,108.930480957031,108.072898864746,107.915420532227,107.959739685059,121.897575378418,121.740097045898,121.784408569336,0.030647661536932,0.0443153642117977,109.587310791016,109.42130279541,109.484069824219,1.50587320327759,120.327674865723,120.611488342285,121.458015441895,121.589241027832,120.233421325684,120.370063781738,109.395523071289,108.979911804199,1.4801025390625,109,108.900001525879,108.800003051758,108.5,96.1800079345703,75.9599990844727,64.6679916381836,
24.25,,,,109.193077087402,110.532775878906,109.193077087402,76.8421096801758,108.404602050781,109.042594909668,110.530899047852,109.042594909668,63.8340148925781,108.22981262207,109.084175109863,110.41136932373,109.084175109863,75.2361907958984,108.293914794922,108.837310791016,110.454833984375,108.837310791016,99.7814178466797,108.738464355469,108.688133239746,110.472717285156,108.688133239746,99.5819244384766,108.586227416992,108.725112915039,110.330383300781,108.725112915039,99.6532516479492,108.625831604004,109.985717773438,110.030372619629,110.018928527832,101.685859680176,109.944946289063,109.823547363281,109.882385253906,109.866577148438,101.706680297852,109.77978515625,109.887054443359,109.920547485352,109.908973693848,101.560958862305,109.834358215332,108.997375488281,108.85684967041,108.882209777832,108.078201293945,107.920837402344,107.965026855469,121.925323486328,121.767959594727,121.812149047852,0.0253591500222683,0.0441938042640686,109.589454650879,109.423461914063,109.48624420166,1.50262951850891,120.408874511719,120.611488342285,121.616577148438,121.616577148438,120.317642211914,120.370063781738,109.395523071289,108.979911804199,1.47468566894531,109,108.900001525879,108.800003051758,108.5,96.2700042724609,75.9899978637695,64.6719970703125,
24.375,,,,108.969261169434,110.532775878906,109.200439453125,76.8421096801758,108.408477783203,108.843727111816,110.530899047852,109.044960021973,63.8340148925781,108.240081787109,108.852233886719,110.41136932373,109.089775085449,75.2361907958984,108.298828125,108.807312011719,110.454833984375,108.839561462402,99.7814178466797,108.740982055664,108.661109924316,110.472717285156,108.68953704834,99.5819244384766,108.589233398438,108.693893432617,110.330383300781,108.727005004883,99.6532516479492,108.62744140625,109.948997497559,110.030372619629,110.006439208984,101.685859680176,109.914749145508,109.77897644043,109.882385253906,109.833847045898,101.706680297852,109.753189086914,109.847862243652,109.920547485352,109.906074523926,101.560958862305,109.815223693848,108.535629272461,108.4111328125,108.412307739258,108.080680847168,107.923500061035,107.96745300293,121.950134277344,121.792945861816,121.836891174316,0.00116893171798438,0.0439486131072044,109.591377258301,109.425369262695,109.488182067871,1.5018675327301,120.178741455078,120.611488342285,121.31827545166,121.616577148438,120.123886108398,120.370063781738,109.395523071289,108.979911804199,1.47202491760254,109,108.900001525879,108.800003051758,108.5,96.3600082397461,76.0199966430664,64.6759948730469,
24.5,,,,108.853713989258,110.532775878906,109.193954467773,76.8421096801758,108.405715942383,108.712280273438,110.530899047852,109.038124084473,63.8340148925781,108.229789733887,108.736793518066,110.41136932373,109.083869934082,75.2361907958984,108.296806335449,108.793342590332,110.454833984375,108.840141296387,99.7814178466797,108.741493225098,108.644607543945,110.472717285156,108.689910888672,99.5819244384766,108.588798522949,108.679977416992,110.330383300781,108.727661132813,99.6532516479492,108.629188537598,109.930335998535,110.030372619629,110.010284423828,101.685859680176,109.916244506836,109.756935119629,109.882385253906,109.857604980469,101.706680297852,109.742828369141,109.826751708984,109.920547485352,109.902267456055,101.560958862305,109.81266784668,108.674003601074,108.503051757813,108.561767578125,108.083923339844,107.926666259766,107.970695495605,121.9755859375,121.818321228027,121.862350463867,0.058713436126709,0.0440351516008377,109.593170166016,109.427124023438,109.489974975586,1.50046324729919,120.176422119141,120.611488342285,121.385971069336,121.616577148438,120.055862426758,120.370063781738,109.395523071289,108.979911804199,1.46885871887207,109,108.900001525879,108.800003051758,108.5,96.4500045776367,76.0499954223633,64.6800003051758,
