Time,Overload,Underrange,Marker,LZF,LZFmax,LZFmax(t),LZFmin,LZFmin(t),LAF,LAFmax,LAFmax(t),LAFmin,LAFmin(t),LCF,LCFmax,LCFmax(t),LCFmin,LCFmin(t),LZS,LZSmax,LZSmax(t),LZSmin,LZSmin(t),LAS,LASmax,LASmax(t),LASmin,LASmin(t),LCS,LCSmax,LCSmax(t),LCSmin,LCSmin(t),LZI,LZImax,LZImax(t),LZImin,LZImin(t),LAI,LAImax,LAImax(t),LAImin,LAImin(t),LCI,LCImax,LCImax(t),LCImin,LCImin(t),LZeq(t),LAeq(t),LCeq(t),LZeq,LAeq,LCeq,LZE,LAE,LCE,LC - LA,LCeq - LAeq,LZIeq,LAIeq,LCIeq,LAIeq - LAeq,LZpk(t),LZpeak,LApk(t),LApeak,LCpk(t),LCpeak,LAtm5,LAtm5(t),LAtm5 - LAeq,LAF1,LAF5,LAF10,LAF50,LAF90,LAF95,LAF99,
s,,,,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,dB,
8.875,,,,108.316864013672,110.532775878906,109.047554016113,76.8421096801758,108.266754150391,108.130172729492,110.530899047852,108.882255554199,63.8340148925781,108.081367492676,108.206169128418,110.41136932373,108.94157409668,75.2361907958984,108.158950805664,108.144004821777,110.454833984375,108.232727050781,99.7814178466797,108.087226867676,107.975227355957,110.472717285156,108.067001342773,99.5819244384766,107.923095703125,108.032379150391,110.330383300781,108.12174987793,99.6532516479492,107.974426269531,109.771072387695,109.907905578613,109.880683898926,101.685859680176,109.771072387695,109.611595153809,109.732757568359,109.723403930664,101.706680297852,109.611595153809,109.667816162109,109.805923461914,109.776641845703,101.560958862305,109.667816162109,108.718246459961,108.512512207031,108.613174438477,106.682952880859,106.515350341797,106.568382263184,116.164627075195,115.997039794922,116.050071716309,0.10066069662571,0.0530293174088001,109.06037902832,108.885055541992,108.957221984863,2.36970138549805,120.192077636719,120.230438232422,121.139335632324,121.253189086914,120.075523376465,120.169692993164,110.530899047852,110.530899047852,4.01554870605469,108.98999786377,108.800003051758,108.699996948242,108.099998474121,71.8000030517578,65.4000015258789,64.3000030517578,
9,,,,108.584686279297,110.532775878906,109.058990478516,76.8421096801758,108.26636505127,108.402397155762,110.530899047852,108.892196655273,63.8340148925781,108.084953308105,108.474502563477,110.41136932373,108.947738647461,75.2361907958984,108.15705871582,108.239677429199,110.454833984375,108.291389465332,99.7814178466797,108.144081115723,108.071784973145,110.472717285156,108.126609802246,99.5819244384766,107.978698730469,108.128005981445,110.330383300781,108.179733276367,99.6532516479492,108.031646728516,109.830718994141,109.907905578613,109.872901916504,101.685859680176,109.762496948242,109.667785644531,109.732757568359,109.710861206055,101.706680297852,109.60521697998,109.729804992676,109.805923461914,109.771469116211,101.560958862305,109.658569335938,108.920860290527,108.761032104492,108.808525085449,106.723419189453,106.556007385254,106.608901977539,116.265838623047,116.098434448242,116.151336669922,0.0475000627338886,0.0529017001390457,109.072074890137,108.896949768066,108.968948364258,2.34094524383545,120.277633666992,120.277633666992,121.185981750488,121.253189086914,120.092575073242,120.169692993164,110.530899047852,110.530899047852,3.97489356994629,108.986999511719,108.800003051758,108.699996948242,108.099998474121,71.8500061035156,65.4400024414063,64.3000030517578,
9.125,,,,108.832748413086,110.532775878906,109.050796508789,76.8421096801758,108.260147094727,108.663330078125,110.530899047852,108.887451171875,63.8340148925781,108.07511138916,108.726623535156,110.41136932373,108.941276550293,75.2361907958984,108.150856018066,108.323471069336,110.454833984375,108.348304748535,99.7814178466797,108.199249267578,108.157989501953,110.472717285156,108.183662414551,99.5819244384766,108.030990600586,108.212341308594,110.330383300781,108.236656188965,99.6532516479492,108.087699890137,109.843246459961,109.907905578613,109.86344909668,101.685859680176,109.75390625,109.664222717285,109.732757568359,109.684799194336,101.706680297852,109.593231201172,109.742820739746,109.805923461914,109.762809753418,101.560958862305,109.652114868164,108.895431518555,108.747314453125,108.787307739258,106.761856079102,106.594879150391,106.647491455078,116.364181518555,116.197204589844,116.249816894531,0.03998963534832,0.0526114739477634,109.083625793457,108.908432006836,108.980529785156,2.31355786323547,120.165237426758,120.277633666992,121.173141479492,121.253189086914,120.087387084961,120.169692993164,110.530899047852,110.530899047852,3.93602180480957,108.984001159668,108.800003051758,108.699996948242,108.099998474121,71.9000015258789,65.4800033569336,64.3000030517578,
9.25,,,,109.042633056641,110.532775878906,109.042633056641,76.8421096801758,108.25862121582,108.881195068359,110.530899047852,108.88215637207,63.8340148925781,108.078155517578,108.935173034668,110.41136932373,108.935173034668,75.2361907958984,108.146018981934,108.394241333008,110.454833984375,108.394241333008,99.7814178466797,108.252349853516,108.230422973633,110.472717285156,108.230422973633,99.5819244384766,108.08528137207,108.282791137695,110.330383300781,108.282791137695,99.6532516479492,108.140342712402,109.842491149902,109.907905578613,109.889770507813,101.685859680176,109.789161682129,109.682632446289,109.732757568359,109.730140686035,101.706680297852,109.611846923828,109.730995178223,109.805923461914,109.777793884277,101.560958862305,109.687713623047,108.852233886719,108.699882507324,108.737854003906,106.797988891602,106.631324768066,106.683616638184,116.459411621094,116.292739868164,116.345031738281,0.0379661694169044,0.052293449640274,109.09481048584,108.919868469238,108.991592407227,2.28854584693909,120.060104370117,120.277633666992,121.233856201172,121.253189086914,119.952682495117,120.169692993164,110.530899047852,110.530899047852,3.89957237243652,108.981002807617,108.800003051758,108.699996948242,108.099998474121,71.9500045776367,65.5200042724609,64.3000030517578,
9.375,,,,108.838279724121,110.532775878906,109.054626464844,76.8421096801758,108.270050048828,108.696403503418,110.530899047852,108.894058227539,63.8340148925781,108.087860107422,108.720710754395,110.41136932373,108.946601867676,75.2361907958984,108.158096313477,108.401176452637,110.454833984375,108.416130065918,99.7814178466797,108.304260253906,108.240272521973,110.472717285156,108.252716064453,99.5819244384766,108.138191223145,108.288131713867,110.330383300781,108.304512023926,99.6532516479492,108.191444396973,109.813911437988,109.907905578613,109.870330810547,101.685859680176,109.77082824707,109.641815185547,109.732757568359,109.696762084961,101.706680297852,109.611824035645,109.717926025391,109.805923461914,109.775466918945,101.560958862305,109.658508300781,108.412635803223,108.272010803223,108.287643432617,106.823989868164,106.657829284668,106.709411621094,116.54369354248,116.377532958984,116.429130554199,0.0156231364235282,0.0515873767435551,109.105224609375,108.930328369141,109.00212097168,2.27250528335571,120.053245544434,120.277633666992,121.077766418457,121.253189086914,119.865112304688,120.169692993164,110.530899047852,110.530899047852,3.87306976318359,108.977996826172,108.800003051758,108.699996948242,108.099998474121,72.0000076293945,65.5600051879883,64.3000030517578,
9.5,,,,108.72142791748,110.532775878906,109.050720214844,76.8421096801758,108.26594543457,108.572273254395,110.530899047852,108.89151763916,63.8340148925781,108.084800720215,108.605819702148,110.41136932373,108.942024230957,75.2361907958984,108.158294677734,108.418716430664,110.454833984375,108.454048156738,99.7814178466797,108.339767456055,108.257202148438,110.472717285156,108.291481018066,99.5819244384766,108.173561096191,108.306060791016,110.330383300781,108.34260559082,99.6532516479492,108.228149414063,109.797119140625,109.907905578613,109.902099609375,101.685859680176,109.782676696777,109.628684997559,109.732757568359,109.732246398926,101.706680297852,109.614410400391,109.689186096191,109.805923461914,109.794555664063,101.560958862305,109.674621582031,108.534538269043,108.366653442383,108.425445556641,106.851486206055,106.685287475586,106.737014770508,116.628715515137,116.462524414063,116.514251708984,0.0587946847081184,0.0517273619771004,109.115081787109,108.940284729004,109.011909484863,2.25499892234802,120.255432128906,120.277633666992,121.288841247559,121.288841247559,120.171897888184,120.171897888184,110.530899047852,110.530899047852,3.84561347961426,108.974998474121,108.800003051758,108.699996948242,108.099998474121,72.0500030517578,65.6000061035156,64.3000030517578,
9.625,,,,108.605812072754,110.532775878906,109.06014251709,76.8421096801758,108.266983032227,108.435623168945,110.530899047852,108.901153564453,63.8340148925781,108.091133117676,108.491806030273,110.41136932373,108.952491760254,75.2361907958984,108.159393310547,108.433166503906,110.454833984375,108.484840393066,99.7814178466797,108.375427246094,108.269378662109,110.472717285156,108.322532653809,99.5819244384766,108.210983276367,108.320831298828,110.330383300781,108.372718811035,99.6532516479492,108.263595581055,109.832901000977,109.907905578613,109.894012451172,101.685859680176,109.796203613281,109.659683227539,109.732757568359,109.721366882324,101.706680297852,109.626434326172,109.723495483398,109.805923461914,109.784767150879,101.560958862305,109.690231323242,108.542846679688,108.362640380859,108.433135986328,106.87825012207,106.711799621582,106.763877868652,116.712265014648,116.545799255371,116.59789276123,0.0705029293894768,0.0520845167338848,109.125205993652,108.95043182373,109.021926879883,2.23864102363586,120.246810913086,120.277633666992,121.221580505371,121.288841247559,120.156707763672,120.171897888184,110.530899047852,110.530899047852,3.81910133361816,108.97200012207,108.800003051758,108.699996948242,108.099998474121,72.1000061035156,65.640007019043,64.3000030517578,
9.75,,,,108.304107666016,110.532775878906,109.072357177734,76.8421096801758,108.286827087402,108.1572265625,110.530899047852,108.910911560059,63.8340148925781,108.102691650391,108.184417724609,110.41136932373,108.966094970703,75.2361907958984,108.176391601563,108.425003051758,110.454833984375,108.519706726074,99.7814178466797,108.412406921387,108.264045715332,110.472717285156,108.357353210449,99.5819244384766,108.248512268066,108.312088012695,110.330383300781,108.408416748047,99.6532516479492,108.29956817627,109.821235656738,109.907905578613,109.894828796387,101.685859680176,109.775802612305,109.648811340332,109.732757568359,109.7216796875,101.706680297852,109.604301452637,109.72779083252,109.805923461914,109.802291870117,101.560958862305,109.670806884766,108.396194458008,108.25611114502,108.279640197754,106.901489257813,106.735504150391,106.787071228027,116.791534423828,116.625556945801,116.677124023438,0.0235326066613197,0.0515667907893658,109.134872436523,108.960144042969,109.031753540039,2.22463274002075,120.28931427002,120.28931427002,121.229019165039,121.288841247559,120.198677062988,120.198677062988,110.530899047852,110.530899047852,3.7953929901123,108.96900177002,108.800003051758,108.699996948242,108.149993896484,72.1500015258789,65.6800003051758,64.3000030517578,
9.875,,,,108.340263366699,110.532775878906,109.065475463867,76.8421096801758,108.278610229492,108.152786254883,110.530899047852,108.900566101074,63.8340148925781,108.095123291016,108.23070526123,110.41136932373,108.957305908203,75.2361907958984,108.171478271484,108.456420898438,110.454833984375,108.545753479004,99.7814178466797,108.436164855957,108.290512084961,110.472717285156,108.3828125,99.5819244384766,108.270660400391,108.344772338867,110.330383300781,108.434265136719,99.6532516479492,108.324806213379,109.79280090332,109.907905578613,109.902755737305,101.685859680176,109.79280090332,109.619995117188,109.732757568359,109.731071472168,101.706680297852,109.619995117188,109.686294555664,109.805923461914,109.794235229492,101.560958862305,109.686294555664,108.729560852051,108.529472351074,108.627105712891,106.930168151855,106.763534545898,106.815979003906,116.875534057617,116.708908081055,116.761352539063,0.0976357012987137,0.0524468049407005,109.143859863281,108.96915435791,109.040679931641,2.20561695098877,120.045860290527,120.28931427002,121.233993530273,121.288841247559,119.979614257813,120.198677062988,110.530899047852,110.530899047852,3.76736450195313,108.966003417969,108.800003051758,108.699996948242,108.199996948242,72.2000045776367,65.7200012207031,64.3000030517578,
10,,,,108.604385375977,110.532775878906,109.072120666504,76.8421096801758,108.279205322266,108.424827575684,110.530899047852,108.906852722168,63.8340148925781,108.099426269531,108.497550964355,110.41136932373,108.963272094727,75.2361907958984,108.170883178711,108.512130737305,110.454833984375,108.565093994141,99.7814178466797,108.454467773438,108.34733581543,110.472717285156,108.403121948242,99.5819244384766,108.291915893555,108.400909423828,110.330383300781,108.453506469727,99.6532516479492,108.341590881348,109.850646972656,109.907905578613,109.891899108887,101.685859680176,109.784240722656,109.689018249512,109.732757568359,109.731666564941,101.706680297852,109.613723754883,109.748756408691,109.805923461914,109.789855957031,101.560958862305,109.677055358887,108.931312561035,108.776634216309,108.822471618652,106.961822509766,106.795425415039,106.847747802734,116.961822509766,116.795425415039,116.847747802734,0.0458336994051933,0.0523171238601208,109.153442382813,108.978927612305,109.050285339355,2.18349885940552,120.115196228027,120.28931427002,121.122085571289,121.288841247559,119.995651245117,120.198677062988,109.796005249023,108.910911560059,3.00057983398438,108.962997436523,108.800003051758,108.699996948242,108.199996948242,72.25,65.7600021362305,64.3000030517578,
10.125,,,,108.844635009766,110.532775878906,109.063102722168,76.8421096801758,108.278778076172,108.677780151367,110.530899047852,108.900871276855,63.8340148925781,108.09708404541,108.74137878418,110.41136932373,108.955413818359,75.2361907958984,108.172752380371,108.561279296875,110.454833984375,108.587097167969,99.7814178466797,108.471405029297,108.398468017578,110.472717285156,108.424903869629,99.5819244384766,108.306335449219,108.450630187988,110.330383300781,108.475814819336,99.6532516479492,108.360282897949,109.855697631836,109.907905578613,109.875938415527,101.685859680176,109.773056030273,109.677673339844,109.732757568359,109.698181152344,101.706680297852,109.613540649414,109.75952911377,109.805923461914,109.779479980469,101.560958862305,109.670143127441,108.903167724609,108.755599975586,108.795768737793,106.991943359375,106.825904846191,106.877983093262,117.045890808105,116.879852294922,116.931930541992,0.0401710346341133,0.0520834885537624,109.162841796875,108.988273620605,109.059791564941,2.1623706817627,120.101669311523,120.28931427002,121.172744750977,121.288841247559,120.032333374023,120.198677062988,109.796005249023,108.910911560059,2.97010040283203,108.959999084473,108.800003051758,108.699996948242,108.199996948242,72.3000030517578,65.8000030517578,64.3000030517578,
10.25,,,,109.051368713379,110.532775878906,109.051368713379,76.8421096801758,108.26252746582,108.89079284668,110.530899047852,108.89079284668,63.8340148925781,108.083122253418,108.945388793945,110.41136932373,108.945388793945,75.2361907958984,108.158447265625,108.601921081543,110.454833984375,108.601921081543,99.7814178466797,108.489952087402,108.440238952637,110.472717285156,108.440238952637,99.5819244384766,108.325500488281,108.491195678711,110.330383300781,108.491195678711,99.6532516479492,108.378814697266,109.83625793457,109.907905578613,109.879211425781,101.685859680176,109.802215576172,109.662719726563,109.732757568359,109.707824707031,101.706680297852,109.625663757324,109.738388061523,109.805923461914,109.772911071777,101.560958862305,109.697792053223,108.855697631836,108.702171325684,108.743782043457,107.020233154297,106.854431152344,106.906318664551,117.127471923828,116.961669921875,117.013557434082,0.0416066274046898,0.0518879294395447,109.171714782715,108.997161865234,109.068740844727,2.14273405075073,120.040832519531,120.28931427002,121.160850524902,121.288841247559,119.939270019531,120.198677062988,109.796005249023,108.910911560059,2.94157600402832,108.957000732422,108.800003051758,108.699996948242,108.199996948242,72.630012512207,65.9300079345703,64.3000030517578,
10.375,,,,108.840194702148,110.532775878906,109.062843322754,76.8421096801758,108.270843505859,108.697860717773,110.530899047852,108.900634765625,63.8340148925781,108.091262817383,108.720710754395,110.41136932373,108.954475402832,75.2361907958984,108.162124633789,108.584434509277,110.454833984375,108.610702514648,99.7814178466797,108.51016998291,108.425170898438,110.472717285156,108.448867797852,99.5819244384766,108.347587585449,108.471725463867,110.330383300781,108.499542236328,99.6532516479492,108.397598266602,109.818405151367,109.907905578613,109.875381469727,101.685859680176,109.765022277832,109.64421081543,109.732757568359,109.69953918457,101.706680297852,109.592216491699,109.72046661377,109.805923461914,109.778610229492,101.560958862305,109.666145324707,108.410789489746,108.268859863281,108.282531738281,107.039939880371,106.874534606934,106.92578125,117.199813842773,117.034408569336,117.085662841797,0.0136632518842816,0.0512559339404106,109.180107116699,109.005569458008,109.077194213867,2.1310350894928,120.13037109375,120.28931427002,121.23225402832,121.288841247559,120.009117126465,120.198677062988,109.796005249023,108.910911560059,2.92147254943848,108.954002380371,108.800003051758,108.699996948242,108.199996948242,72.9599990844727,66.0600051879883,64.3000030517578,
10.5,,,,108.714302062988,110.532775878906,109.053283691406,76.8421096801758,108.277786254883,108.565628051758,110.530899047852,108.889701843262,63.8340148925781,108.092559814453,108.599235534668,110.41136932373,108.94221496582,75.2361907958984,108.168296813965,108.579193115234,110.454833984375,108.622467041016,99.7814178466797,108.520706176758,108.419036865234,110.472717285156,108.460838317871,99.5819244384766,108.355796813965,108.467094421387,110.330383300781,108.511489868164,99.6532516479492,108.409309387207,109.80200958252,109.907905578613,109.907852172852,101.685859680176,109.787635803223,109.628952026367,109.73316192627,109.73316192627,101.706680297852,109.614639282227,109.683311462402,109.805923461914,109.788627624512,101.560958862305,109.668739318848,108.526718139648,108.357467651367,108.419990539551,107.060997009277,106.895523071289,106.946960449219,117.272880554199,117.107406616211,117.15885925293,0.0625209957361221,0.051444299519062,109.188064575195,109.013534545898,109.084938049316,2.11801671981812,120.061477661133,120.28931427002,121.342742919922,121.342742919922,120.105964660645,120.198677062988,109.796005249023,108.910911560059,2.90048217773438,108.95100402832,108.800003051758,108.699996948242,108.199996948242,73.2900085449219,66.1900024414063,64.3000030517578,
10.625,,,,108.596145629883,110.532775878906,109.058486938477,76.8421096801758,108.271301269531,108.426849365234,110.530899047852,108.898994445801,63.8340148925781,108.08470916748,108.478172302246,110.41136932373,108.950874328613,75.2361907958984,108.157699584961,108.57421875,110.454833984375,108.631980895996,99.7814178466797,108.531860351563,108.411567687988,110.472717285156,108.470886230469,99.5819244384766,108.368087768555,108.461639404297,110.330383300781,108.520431518555,99.6532516479492,108.420394897461,109.827484130859,109.907905578613,109.889221191406,101.685859680176,109.801574707031,109.661636352539,109.73316192627,109.724090576172,101.706680297852,109.630744934082,109.721611022949,109.805923461914,109.783966064453,101.560958862305,109.684280395508,108.54027557373,108.358749389648,108.424644470215,107.081680297852,106.915939331055,106.967620849609,117.34496307373,117.179229736328,117.230911254883,0.0659055858850479,0.0516810417175293,109.196159362793,109.021751403809,109.093002319336,2.10581040382385,120.209014892578,120.28931427002,121.231307983398,121.342742919922,119.998992919922,120.198677062988,109.796005249023,108.910911560059,2.88006401062012,108.947998046875,108.800003051758,108.699996948242,108.199996948242,73.6200103759766,66.3200073242188,64.3000030517578,
10.75,,,,108.279861450195,110.532775878906,109.062377929688,76.8421096801758,108.266258239746,108.139862060547,110.530899047852,108.894134521484,63.8340148925781,108.087173461914,108.159111022949,110.41136932373,108.950561523438,75.2361907958984,108.156341552734,108.54753112793,110.454833984375,108.645904541016,99.7814178466797,108.547271728516,108.388046264648,110.472717285156,108.483337402344,99.5819244384766,108.383178710938,108.434432983398,110.330383300781,108.533790588379,99.6532516479492,108.434432983398,109.792266845703,109.907905578613,109.866722106934,101.685859680176,109.77229309082,109.608154296875,109.73316192627,109.680908203125,101.706680297852,109.606712341309,109.689628601074,109.805923461914,109.764633178711,101.560958862305,109.667747497559,108.376449584961,108.240478515625,108.259719848633,107.099182128906,106.933906555176,106.985084533691,117.413261413574,117.248001098633,117.299179077148,0.0192440394312143,0.0511735863983631,109.203582763672,109.02904510498,109.100425720215,2.09513330459595,120.021408081055,120.28931427002,121.153839111328,121.342742919922,120.025718688965,120.198677062988,109.796005249023,108.910911560059,2.86209678649902,108.944999694824,108.800003051758,108.699996948242,108.199996948242,73.9500122070313,66.4500045776367,64.3000030517578,
10.875,,,,108.325958251953,110.532775878906,109.061309814453,76.8421096801758,108.273780822754,108.143341064453,110.530899047852,108.894920349121,63.8340148925781,108.087852478027,108.21753692627,110.41136932373,108.952285766602,75.2361907958984,108.164352416992,108.563659667969,110.454833984375,108.654769897461,99.7814178466797,108.552665710449,108.399169921875,110.472717285156,108.492393493652,99.5819244384766,108.387825012207,108.451957702637,110.330383300781,108.54296875,99.6532516479492,108.440864562988,109.788528442383,109.907905578613,109.88362121582,101.685859680176,109.788528442383,109.620391845703,109.73316192627,109.731842041016,101.706680297852,109.611671447754,109.68879699707,109.805923461914,109.783798217773,101.560958862305,109.68879699707,108.727836608887,108.527359008789,108.626358032227,107.121841430664,106.955986022949,107.007949829102,117.486122131348,117.320281982422,117.372245788574,0.0990024581551552,0.0519671812653542,109.210777282715,109.036323547363,109.107666015625,2.0803382396698,120.263442993164,120.28931427002,121.231185913086,121.342742919922,120.121658325195,120.198677062988,109.796005249023,108.910911560059,2.84001922607422,108.942001342773,108.800003051758,108.699996948242,108.199996948242,74.2800140380859,66.5800018310547,64.3000030517578,
11,,,,108.604782104492,110.532775878906,109.06901550293,76.8421096801758,108.285507202148,108.421417236328,110.530899047852,108.909446716309,63.8340148925781,108.103019714355,108.493530273438,110.41136932373,108.961936950684,75.2361907958984,108.171661376953,108.607391357422,110.454833984375,108.661766052246,99.7814178466797,108.56078338623,108.442764282227,110.472717285156,108.499969482422,99.5819244384766,108.398429870605,108.495193481445,110.330383300781,108.549186706543,99.6532516479492,108.447792053223,109.856788635254,109.907905578613,109.898406982422,101.685859680176,109.779975891113,109.687919616699,109.73316192627,109.730926513672,101.706680297852,109.614013671875,109.747917175293,109.805923461914,109.792785644531,101.560958862305,109.679550170898,108.945198059082,108.7822265625,108.829223632813,107.147506713867,106.981704711914,107.033584594727,117.561431884766,117.395629882813,117.447509765625,0.0469954498112202,0.0518817491829395,109.218681335449,109.044303894043,109.115493774414,2.06259822845459,120.165283203125,120.28931427002,121.243019104004,121.342742919922,120.120834350586,120.198677062988,109.796005249023,108.910911560059,2.81429862976074,108.939002990723,108.800003051758,108.699996948242,108.199996948242,74.6100082397461,66.7100067138672,64.3000030517578,
11.125,,,,108.847686767578,110.532775878906,109.067230224609,76.8421096801758,108.280471801758,108.678520202637,110.530899047852,108.902755737305,63.8340148925781,108.094413757324,108.743530273438,110.41136932373,108.959465026855,75.2361907958984,108.170104980469,108.645179748535,110.454833984375,108.671478271484,99.7814178466797,108.566757202148,108.482208251953,110.472717285156,108.509124755859,99.5819244384766,108.401794433594,108.533821105957,110.330383300781,108.559600830078,99.6532516479492,108.45467376709,109.858390808105,109.907905578613,109.878692626953,101.685859680176,109.779594421387,109.682647705078,109.73316192627,109.703231811523,101.706680297852,109.612739562988,109.764137268066,109.805923461914,109.784225463867,101.560958862305,109.670013427734,108.908645629883,108.758758544922,108.802398681641,107.171844482422,107.006301879883,107.058044433594,117.634841918945,117.469314575195,117.521049499512,0.0436395443975925,0.0517438314855099,109.226417541504,109.052017211914,109.123344421387,2.04571628570557,120.246948242188,120.28931427002,121.290023803711,121.342742919922,120.197708129883,120.198677062988,109.796005249023,108.910911560059,2.78970336914063,108.936004638672,108.800003051758,108.699996948242,108.199996948242,74.9400024414063,66.8400039672852,64.3000030517578,
11.25,,,,109.046318054199,110.532775878906,109.046318054199,76.8421096801758,108.266448974609,108.885360717773,110.530899047852,108.885360717773,63.8340148925781,108.081756591797,108.941558837891,110.41136932373,108.941558837891,75.2361907958984,108.159072875977,108.674201965332,110.454833984375,108.674201965332,99.7814178466797,108.572875976563,108.512413024902,110.472717285156,108.512413024902,99.5819244384766,108.408737182617,108.562965393066,110.330383300781,108.562965393066,99.6532516479492,108.459991455078,109.829437255859,109.907905578613,109.8759765625,101.685859680176,109.80216217041,109.656951904297,109.73316192627,109.70295715332,101.706680297852,109.630264282227,109.725639343262,109.805923461914,109.764518737793,101.560958862305,109.690391540527,108.846038818359,108.69303894043,108.734909057617,107.194480895996,107.029151916504,107.080726623535,117.706001281738,117.540672302246,117.592254638672,0.0418714582920074,0.051583256572485,109.233596801758,109.059226989746,109.130516052246,2.03008127212524,120.150382995605,120.28931427002,121.222290039063,121.342742919922,120.003211975098,120.198677062988,109.796005249023,108.910911560059,2.76685333251953,108.932998657227,108.855003356934,108.709999084473,108.199996948242,75.2700119018555,66.9700088500977,64.3000030517578,
11.375,,,,108.838592529297,110.532775878906,109.065124511719,76.8421096801758,108.27759552002,108.696075439453,110.530899047852,108.902572631836,63.8340148925781,108.096893310547,108.722236633301,110.41136932373,108.955459594727,75.2361907958984,108.166465759277,108.648941040039,110.454833984375,108.67896270752,99.7814178466797,108.580673217773,108.489486694336,110.472717285156,108.516998291016,99.5819244384766,108.416854858398,108.536033630371,110.330383300781,108.56697845459,99.6532516479492,108.467529296875,109.833183288574,109.907905578613,109.890663146973,101.685859680176,109.757843017578,109.659072875977,109.73316192627,109.714904785156,101.706680297852,109.586242675781,109.732856750488,109.805923461914,109.791145324707,101.560958862305,109.653022766113,108.414611816406,108.272109985352,108.288024902344,107.209930419922,107.044937133789,107.095993041992,117.769454956055,117.604446411133,117.655517578125,0.0159083995968103,0.0510644726455212,109.240661621094,109.066299438477,109.13761138916,2.02135825157166,120.260009765625,120.28931427002,121.23429107666,121.342742919922,120.212898254395,120.212898254395,109.796005249023,108.910911560059,2.75107002258301,108.930000305176,108.850006103516,108.699996948242,108.199996948242,75.5999984741211,67.1000061035156,64.3000030517578,
11.5,,,,108.727996826172,110.532775878906,109.061553955078,76.8421096801758,108.272674560547,108.574256896973,110.530899047852,108.89762878418,63.8340148925781,108.085479736328,108.609085083008,110.41136932373,108.951354980469,75.2361907958984,108.162620544434,108.638885498047,110.454833984375,108.683815002441,99.7814178466797,108.58341217041,108.477699279785,110.472717285156,108.521530151367,99.5819244384766,108.418182373047,108.525588989258,110.330383300781,108.57169342041,99.6532516479492,108.471405029297,109.791496276855,109.907905578613,109.884834289551,101.685859680176,109.777206420898,109.617645263672,109.73316192627,109.716575622559,101.706680297852,109.603469848633,109.688552856445,109.805923461914,109.780242919922,101.560958862305,109.674339294434,108.549545288086,108.37281036377,108.433906555176,107.226951599121,107.061782836914,107.112998962402,117.833938598633,117.668762207031,117.719970703125,0.0610868036746979,0.0512126982212067,109.247047424316,109.072677612305,109.143989562988,2.01089286804199,120.174339294434,120.28931427002,121.301765441895,121.342742919922,120.021835327148,120.212898254395,109.796005249023,108.910911560059,2.73421859741211,108.927001953125,108.845001220703,108.699996948242,108.199996948242,75.6600036621094,67.2300033569336,64.3000030517578,
11.625,,,,108.604644775391,110.532775878906,109.062210083008,76.8421096801758,108.274078369141,108.431625366211,110.530899047852,108.897109985352,63.8340148925781,108.088447570801,108.489158630371,110.41136932373,108.952545166016,75.2361907958984,108.16138458252,108.626853942871,110.454833984375,108.686264038086,99.7814178466797,108.588226318359,108.463119506836,110.472717285156,108.523834228516,99.5819244384766,108.423530578613,108.513877868652,110.330383300781,108.574104309082,99.6532516479492,108.474609375,109.819931030273,109.907905578613,109.880859375,101.685859680176,109.788703918457,109.659561157227,109.73316192627,109.721611022949,101.706680297852,109.609100341797,109.715721130371,109.805923461914,109.777030944824,101.560958862305,109.689643859863,108.538017272949,108.354789733887,108.428024291992,107.243385314941,107.077949523926,107.12947845459,117.897308349609,117.731872558594,117.783416748047,0.0732334777712822,0.0515307635068893,109.253616333008,109.079429626465,109.15055847168,2.0014796257019,120.074737548828,120.28931427002,121.097831726074,121.342742919922,119.886444091797,120.212898254395,109.796005249023,108.910911560059,2.71805381774902,108.924003601074,108.840003967285,108.699996948242,108.199996948242,75.7200012207031,67.3600082397461,64.3000030517578,
